Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,Human Resources,12,4,Life Sciences,1,145,3,Male,40,4,3,Human Resources,4,Married,6485,25800,3,Y,No,25,3,1,80,3,21,5,3,5,0,4,1
44,Yes,Non-Travel,Sales,3,3,Life Sciences,1,146,1,Male,37,3,1,Sales Executive,2,Single,7154,16407,3,Y,No,12,4,3,80,3,4,0,3,7,4,6,1
25,No,Travel_Frequently,Sales,1,4,Technical Degree,1,147,2,Female,54,4,3,Sales Executive,3,Married,3248,20080,5,Y,No,15,3,1,80,2,13,6,3,4,1,0,2
25,Yes,Travel_Rarely,Sales,1,2,Technical Degree,1,148,2,Female,49,4,5,Sales Executive,1,Divorced,2696,10324,4,Y,No,13,3,3,80,3,10,2,3,4,1,2,0
41,Yes,Travel_Rarely,Research & Development,4,2,Technical Degree,1,149,3,Male,67,2,4,Research Scientist,2,Married,6168,9407,1,Y,No,17,3,4,80,0,16,6,2,0,0,0,0
39,No,Travel_Rarely,Research & Development,3,3,Other,1,150,1,Female,36,1,5,Research Scientist,4,Married,8953,9245,8,Y,No,13,3,4,80,1,19,4,4,15,8,7,8
39,Yes,Travel_Rarely,Research & Development,6,3,Technical Degree,1,151,1,Male,68,2,4,Research Scientist,4,Divorced,6940,6665,5,Y,Yes,15,3,1,80,2,6,1,1,1,0,0,1
40,Yes,Travel_Frequently,Research & Development,1,1,Other,1,152,3,Male,49,2,5,Research Scientist,3,Married,6844,6220,9,Y,No,15,3,2,80,2,26,4,3,12,4,9,0
30,Yes,Travel_Rarely,Research & Development,15,2,Medical,1,153,3,Male,40,2,2,Research Director,1,Single,6931,13731,5,Y,No,12,3,3,80,3,9,3,3,12,3,1,9
39,No,Travel_Rarely,Research & Development,2,3,Other,1,154,4,Male,45,4,3,Research Scientist,2,Single,7363,25958,8,Y,No,21,4,4,80,0,10,1,3,6,2,2,0
39,No,Travel_Rarely,Research & Development,2,3,Medical,1,155,3,Male,71,4,3,Manufacturing Director,3,Single,5764,13180,0,Y,No,11,3,1,80,1,3,4,3,3,3,0,1
30,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,156,1,Female,81,2,1,Healthcare Representative,2,Married,4508,24554,6,Y,No,22,3,4,80,2,19,0,3,1,1,0,1
53,No,Travel_Frequently,Research & Development,5,3,Technical Degree,1,157,2,Female,66,2,2,Laboratory Technician,2,Married,8153,14494,2,Y,No,16,3,3,80,1,35,3,3,9,4,5,1
41,Yes,Non-Travel,Research & Development,1,2,Medical,1,158,1,Female,81,1,1,Research Scientist,4,Married,6021,13485,3,Y,Yes,23,3,3,80,0,6,4,3,2,2,0,1
26,Yes,Travel_Rarely,Human Resources,2,4,Marketing,1,159,4,Male,38,3,3,Human Resources,1,Single,4853,2311,0,Y,No,11,3,4,80,1,29,1,2,8,3,8,0
42,Yes,Travel_Rarely,Sales,1,2,Other,1,160,4,Male,64,2,1,Sales Executive,3,Married,7025,7434,2,Y,No,19,3,4,80,3,19,2,3,0,0,0,0
28,No,Travel_Rarely,Human Resources,10,4,Life Sciences,1,161,2,Female,96,4,4,Human Resources,4,Divorced,4399,17567,6,Y,No,20,3,4,80,1,15,4,2,1,0,1,1
44,Yes,Travel_Rarely,Research & Development,11,4,Technical Degree,1,162,2,Male,36,3,2,Laboratory Technician,2,Married,8170,17980,5,Y,No,15,3,2,80,2,38,0,1,4,1,1,4
47,Yes,Travel_Rarely,Research & Development,4,4,Other,1,163,4,Male,31,3,5,Manufacturing Director,3,Single,9259,18785,0,Y,Yes,11,3,3,80,3,21,1,3,5,2,0,4
29,Yes,Travel_Rarely,Sales,10,3,Other,1,164,3,Male,54,1,4,Sales Representative,3,Divorced,4644,23938,8,Y,Yes,22,3,3,80,3,39,4,3,4,4,4,3
45,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,165,4,Female,70,3,5,Research Director,3,Divorced,6657,19980,3,Y,No,18,3,2,80,3,23,2,3,0,0,0,0
40,No,Travel_Rarely,Research & Development,1,3,Medical,1,166,2,Male,81,2,1,Laboratory Technician,3,Single,8721,2121,6,Y,Yes,11,3,3,80,3,20,3,3,16,7,4,8
44,No,Travel_Frequently,Research & Development,27,3,Technical Degree,1,167,2,Male,94,2,3,Research Scientist,2,Divorced,7260,2750,3,Y,Yes,14,3,2,80,2,2,3,3,2,2,2,1
54,No,Travel_Frequently,Research & Development,13,3,Other,1,168,4,Female,67,4,4,Laboratory Technician,4,Divorced,8654,18489,6,Y,No,17,3,1,80,0,32,6,3,1,0,0,0
34,Yes,Non-Travel,Research & Development,1,3,Marketing,1,169,3,Male,96,2,2,Research Scientist,4,Divorced,5190,8934,4,Y,No,14,3,2,80,0,28,3,2,0,0,0,0
30,No,Travel_Rarely,Research & Development,1,4,Medical,1,170,3,Male,71,2,5,Healthcare Representative,2,Divorced,4042,11251,0,Y,No,22,3,4,80,3,4,5,3,1,1,1,1
28,Yes,Travel_Rarely,Sales,1,1,Technical Degree,1,171,3,Male,83,1,4,Sales Executive,1,Divorced,6284,14359,3,Y,No,15,3,4,80,0,7,1,3,2,2,0,0
29,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,172,3,Male,96,3,3,Research Scientist,1,Married,4163,14855,2,Y,Yes,17,3,3,80,2,3,6,3,0,0,0,0
36,No,Travel_Rarely,Research & Development,11,4,Technical Degree,1,173,4,Female,93,1,2,Healthcare Representative,1,Single,8885,21622,5,Y,No,14,3,3,80,0,25,6,3,3,2,0,0
40,No,Travel_Rarely,Sales,5,3,Other,1,174,2,Male,33,3,2,Sales Executive,3,Single,7226,19628,5,Y,No,15,3,1,80,0,9,6,3,10,10,9,1
39,No,Travel_Rarely,Research & Development,12,3,Other,1,175,2,Male,60,1,5,Laboratory Technician,1,Married,6500,26651,0,Y,No,17,3,4,80,2,23,5,3,1,0,1,0
44,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,176,4,Female,42,4,4,Laboratory Technician,2,Married,8357,25249,1,Y,No,11,3,3,80,0,23,6,3,4,1,0,4
37,No,Travel_Rarely,Sales,7,5,Medical,1,177,2,Female,56,1,4,Sales Representative,4,Single,6043,11201,1,Y,No,25,3,4,80,3,26,2,3,7,2,7,1
50,Yes,Travel_Rarely,Research & Development,9,1,Other,1,178,3,Female,88,1,2,Research Scientist,2,Single,8543,5282,9,Y,No,22,3,4,80,3,18,2,3,6,6,3,0
34,No,Travel_Rarely,Research & Development,1,3,Medical,1,179,4,Male,94,4,1,Healthcare Representative,4,Married,4502,4275,3,Y,Yes,25,3,2,80,2,24,4,3,4,3,0,4
60,No,Travel_Rarely,Research & Development,2,3,Medical,1,180,4,Male,93,2,2,Research Scientist,4,Married,13502,22192,8,Y,Yes,13,3,3,80,3,27,3,2,14,7,2,5
42,No,Travel_Rarely,Research & Development,8,4,Technical Degree,1,181,3,Female,54,2,3,Manufacturing Director,2,Divorced,7248,2765,1,Y,No,11,3,4,80,3,2,1,2,5,3,3,5
29,Yes,Travel_Frequently,Research & Development,1,4,Medical,1,182,3,Female,66,4,4,Healthcare Representative,4,Married,5307,22966,7,Y,Yes,24,3,1,80,3,1,5,3,8,6,1,8
27,No,Travel_Rarely,Sales,1,3,Other,1,183,4,Male,43,4,5,Sales Executive,4,Married,7072,4715,0,Y,No,25,3,3,80,3,16,5,3,9,5,3,2
41,No,Travel_Frequently,Research & Development,15,1,Other,1,184,4,Male,53,1,4,Laboratory Technician,3,Divorced,6186,19881,7,Y,No,25,3,4,80,3,24,3,3,1,1,1,0
34,Yes,Travel_Rarely,Research & Development,9,3,Marketing,1,185,4,Male,96,4,2,Research Scientist,2,Divorced,6469,14138,2,Y,Yes,25,4,2,80,0,36,5,2,3,0,0,3
43,No,Travel_Rarely,Research & Development,2,2,Medical,1,186,3,Female,77,4,3,Manufacturing Director,3,Single,6673,13924,4,Y,No,13,3,4,80,2,11,3,3,0,0,0,0
41,No,Travel_Frequently,Research & Development,9,4,Marketing,1,187,2,Male,94,3,1,Laboratory Technician,4,Single,7984,21222,0,Y,Yes,21,3,4,80,1,26,4,3,12,12,3,1
36,No,Travel_Rarely,Research & Development,12,4,Technical Degree,1,188,3,Male,67,3,4,Laboratory Technician,3,Married,4911,24420,0,Y,No,12,3,4,80,2,6,4,3,1,0,0,1
29,No,Travel_Rarely,Research & Development,2,4,Marketing,1,189,4,Male,99,2,2,Research Scientist,1,Divorced,4082,7066,5,Y,No,15,3,2,80,2,26,4,3,3,3,1,1
23,No,Travel_Frequently,Research & Development,1,3,Medical,1,190,4,Female,88,4,2,Research Scientist,3,Divorced,2116,2489,2,Y,No,20,3,2,80,2,29,0,3,0,0,0,0
32,Yes,Travel_Rarely,Research & Development,21,3,Other,1,191,1,Female,41,1,2,Research Scientist,3,Single,3472,8374,7,Y,No,15,3,1,80,0,1,0,1,2,1,0,0
44,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,192,3,Male,83,2,3,Research Scientist,3,Single,8922,3935,3,Y,Yes,20,4,4,80,2,9,5,2,2,1,0,0
38,No,Travel_Frequently,Research & Development,1,3,Medical,1,193,3,Female,80,2,2,Laboratory Technician,4,Married,7772,4749,5,Y,No,19,3,4,80,2,27,1,2,8,4,1,0
25,Yes,Travel_Rarely,Sales,5,2,Technical Degree,1,194,4,Female,67,2,2,Sales Representative,3,Divorced,4467,13488,9,Y,No,18,3,3,80,0,7,1,3,2,1,2,2
38,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,195,3,Male,75,4,2,Manufacturing Director,4,Single,8592,13883,8,Y,No,13,3,2,80,3,3,4,2,8,6,3,2
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,196,3,Male,39,4,4,Laboratory Technician,4,Married,5502,11295,7,Y,No,11,3,1,80,1,9,2,3,1,0,0,0
29,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,197,1,Male,38,1,2,Research Director,3,Married,2814,26196,3,Y,No,15,3,4,80,3,2,1,3,0,0,0,0
38,Yes,Travel_Rarely,Sales,2,3,Marketing,1,198,3,Female,81,1,3,Sales Executive,1,Married,7224,9464,9,Y,No,21,3,4,80,2,10,5,3,4,2,4,2
37,Yes,Travel_Rarely,Research & Development,29,3,Medical,1,199,1,Male,80,2,4,Healthcare Representative,4,Single,5150,26161,7,Y,No,13,3,4,80,3,17,6,3,4,1,1,3
26,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,200,4,Female,51,4,2,Sales Executive,4,Single,6398,14137,6,Y,Yes,15,3,4,80,0,31,0,2,8,5,2,6
40,No,Non-Travel,Sales,6,3,Other,1,201,4,Female,97,1,1,Sales Executive,1,Single,4829,26801,4,Y,No,19,3,4,80,1,1,6,3,2,2,2,2
42,Yes,Travel_Rarely,Sales,20,3,Marketing,1,202,3,Male,34,3,3,Sales Executive,3,Single,5837,8286,6,Y,No,21,3,4,80,3,18,6,3,4,1,0,4
46,No,Travel_Frequently,Research & Development,1,4,Medical,1,203,3,Female,58,3,1,Manufacturing Director,2,Single,6058,14995,6,Y,No,24,3,3,80,2,6,5,1,0,0,0,0
46,Yes,Travel_Rarely,Research & Development,28,1,Medical,1,204,4,Male,35,2,3,Research Scientist,4,Divorced,8859,6149,9,Y,Yes,25,3,3,80,1,38,5,3,6,0,2,2
24,Yes,Travel_Rarely,Sales,23,4,Other,1,205,2,Male,98,3,1,Sales Executive,4,Divorced,6518,7848,1,Y,No,11,3,4,80,2,4,0,3,6,6,2,1
28,Yes,Travel_Frequently,Human Resources,17,4,Other,1,206,2,Female,87,2,2,Human Resources,1,Divorced,5915,9656,6,Y,Yes,11,3,3,80,3,4,3,4,6,2,6,0
41,Yes,Non-Travel,Sales,1,2,Life Sciences,1,207,4,Female,72,4,1,Sales Executive,4,Divorced,5844,4345,2,Y,No,19,3,2,80,3,35,6,3,2,2,0,0
41,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,208,4,Male,98,2,1,Laboratory Technician,1,Married,8110,23933,7,Y,No,13,3,1,80,2,4,4,3,5,1,3,3
41,No,Travel_Rarely,Research & Development,11,3,Life Sciences,1,209,4,Female,66,2,3,Laboratory Technician,4,Married,6453,8680,7,Y,No,22,3,2,80,1,1,6,3,8,1,6,2
60,Yes,Non-Travel,Research & Development,29,4,Technical Degree,1,210,2,Female,87,4,2,Research Scientist,3,Divorced,8631,10770,8,Y,No,25,3,3,80,1,31,5,2,3,0,2,2
42,No,Travel_Rarely,Sales,1,2,Marketing,1,211,1,Male,66,1,3,Sales Executive,2,Single,8679,20082,3,Y,Yes,20,3,2,80,1,19,2,2,10,0,3,7
47,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,212,1,Female,55,1,2,Laboratory Technician,1,Divorced,9108,14787,9,Y,Yes,15,3,2,80,3,21,4,2,6,3,5,3
45,No,Travel_Rarely,Research & Development,3,2,Marketing,1,213,2,Male,71,1,5,Research Director,1,Divorced,9841,12863,2,Y,No,19,3,3,80,3,30,6,3,14,10,2,6
42,Yes,Travel_Frequently,Sales,1,3,Other,1,214,4,Male,45,1,4,Sales Executive,3,Married,7537,8984,8,Y,Yes,21,3,1,80,2,7,0,3,7,0,6,7
34,No,Travel_Frequently,Research & Development,4,4,Marketing,1,215,2,Male,51,2,4,Healthcare Representative,3,Single,7142,24421,8,Y,No,15,3,4,80,2,5,2,3,10,1,5,0
43,Yes,Non-Travel,Sales,12,4,Marketing,1,216,4,Female,52,1,3,Sales Representative,1,Married,7332,7256,1,Y,Yes,22,3,3,80,0,2,1,3,0,0,0,0
30,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,217,2,Female,76,3,2,Laboratory Technician,1,Single,4291,8551,5,Y,No,24,3,3,80,0,3,3,3,3,0,0,2
34,No,Travel_Rarely,Research & Development,6,1,Other,1,218,3,Male,96,3,1,Research Scientist,1,Married,5921,18662,2,Y,No,22,3,1,80,0,15,5,3,8,5,8,5
32,Yes,Travel_Rarely,Research & Development,29,1,Marketing,1,219,4,Male,32,1,4,Manufacturing Director,4,Divorced,4327,3468,4,Y,No,13,4,2,80,2,39,0,4,0,0,0,0
37,No,Travel_Rarely,Sales,4,3,Medical,1,220,2,Female,41,3,3,Sales Executive,4,Single,7833,11132,1,Y,No,19,4,3,80,1,37,3,3,5,2,3,3
57,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,221,2,Male,52,3,3,Laboratory Technician,1,Married,7693,4318,3,Y,No,22,3,4,80,0,10,5,3,0,0,0,0
20,No,Travel_Rarely,Research & Development,3,3,Marketing,1,222,2,Female,40,4,3,Laboratory Technician,3,Divorced,3039,6536,2,Y,No,17,3,4,80,2,9,6,3,2,2,1,2
43,No,Travel_Rarely,Human Resources,3,3,Other,1,223,1,Female,81,4,2,Human Resources,1,Married,6989,7347,1,Y,No,22,4,2,80,3,23,6,2,9,4,2,6
22,No,Travel_Rarely,Research & Development,9,1,Medical,1,224,3,Male,79,1,3,Laboratory Technician,4,Married,3879,16462,5,Y,No,22,3,3,80,1,14,5,3,4,1,4,2
32,Yes,Travel_Rarely,Research & Development,22,3,Other,1,225,2,Female,86,2,5,Research Scientist,4,Married,5323,15581,2,Y,No,17,4,2,80,0,33,4,3,2,0,2,1
46,No,Travel_Frequently,Research & Development,6,3,Other,1,226,4,Male,93,2,1,Laboratory Technician,4,Divorced,9751,24323,3,Y,No,24,3,4,80,3,16,2,2,17,2,2,11
37,No,Travel_Rarely,Research & Development,11,3,Other,1,227,4,Female,75,4,3,Research Scientist,4,Single,6434,20167,5,Y,No,18,3,4,80,1,20,4,2,0,0,0,0
27,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,228,3,Female,58,4,2,Healthcare Representative,4,Married,4810,12067,4,Y,Yes,21,4,3,80,1,8,3,2,3,0,3,3
30,No,Travel_Rarely,Research & Development,1,2,Medical,1,229,1,Female,99,2,1,Research Scientist,4,Divorced,6782,25014,3,Y,No,15,3,3,80,3,38,6,3,12,5,3,11
43,No,Travel_Frequently,Research & Development,5,4,Other,1,230,3,Male,75,1,1,Research Scientist,3,Married,12717,5226,3,Y,No,12,3,4,80,0,34,0,3,25,25,12,3
30,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,1,231,1,Female,45,2,4,Laboratory Technician,2,Single,5525,13920,1,Y,Yes,21,3,4,80,0,31,3,3,3,0,0,0
38,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,232,3,Male,80,2,3,Sales Executive,2,Married,4253,17272,9,Y,Yes,19,4,3,80,3,8,0,3,2,2,1,0
37,Yes,Travel_Rarely,Research & Development,5,2,Technical Degree,1,233,3,Male,40,3,3,Laboratory Technician,2,Divorced,5606,4819,3,Y,No,13,3,4,80,3,25,6,3,0,0,0,0
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,234,2,Male,40,2,2,Research Scientist,3,Married,8893,5970,7,Y,No,21,4,3,80,3,13,6,3,13,1,1,0
56,Yes,Travel_Frequently,Research & Development,2,3,Technical Degree,1,235,4,Male,92,4,5,Laboratory Technician,1,Married,7928,12258,4,Y,No,24,3,3,80,2,18,3,3,2,2,0,1
42,No,Travel_Rarely,Research & Development,5,4,Other,1,236,4,Male,82,1,5,Research Scientist,2,Single,5852,18808,9,Y,No,12,4,4,80,1,34,4,3,1,1,1,0
18,Yes,Travel_Rarely,Research & Development,6,3,Technical Degree,1,237,4,Female,87,2,4,Healthcare Representative,3,Single,2402,4105,9,Y,No,20,3,3,80,0,36,6,3,1,1,1,0
38,Yes,Travel_Rarely,Research & Development,20,3,Technical Degree,1,238,2,Female,48,3,5,Healthcare Representative,2,Single,6270,20854,7,Y,No,20,3,4,80,0,17,3,3,0,0,0,0
31,No,Travel_Rarely,Sales,8,4,Other,1,239,3,Male,61,4,2,Sales Executive,3,Married,6396,24278,5,Y,Yes,15,3,2,80,3,12,1,3,12,8,10,11
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,240,4,Female,79,4,4,Research Scientist,4,Divorced,7577,17907,9,Y,No,18,3,2,80,1,16,6,4,3,0,3,2
29,Yes,Travel_Rarely,Sales,21,2,Other,1,241,2,Male,84,3,3,Sales Executive,4,Married,4320,22178,4,Y,Yes,13,4,1,80,3,13,4,1,2,0,2,1
35,No,Travel_Rarely,Human Resources,12,3,Medical,1,242,4,Female,70,4,5,Human Resources,3,Married,10974,21275,3,Y,Yes,16,3,3,80,1,11,3,2,17,8,2,5
41,Yes,Travel_Frequently,Research & Development,1,3,Technical Degree,1,243,1,Female,99,3,2,Research Scientist,3,Married,5675,11875,9,Y,Yes,19,3,3,80,3,14,3,4,0,0,0,0
44,No,Travel_Frequently,Research & Development,1,3,Medical,1,244,1,Male,50,4,2,Laboratory Technician,3,Married,5198,13365,8,Y,No,12,3,4,80,3,28,2,2,4,2,1,4
26,Yes,Travel_Rarely,Research & Development,9,3,Other,1,245,4,Female,55,4,3,Research Scientist,1,Single,4813,5147,9,Y,Yes,25,3,3,80,1,24,6,3,2,2,2,0
33,No,Travel_Rarely,Sales,6,4,Other,1,246,4,Male,30,4,2,Sales Representative,4,Single,8875,14253,4,Y,Yes,18,3,4,80,0,17,4,3,15,15,2,12
32,No,Travel_Rarely,Research & Development,12,4,Marketing,1,247,4,Male,56,4,4,Research Scientist,2,Single,7017,22435,9,Y,No,20,3,2,80,0,9,2,2,9,8,0,7
31,No,Travel_Rarely,Research & Development,10,1,Medical,1,248,4,Female,79,3,4,Laboratory Technician,1,Single,8112,22035,5,Y,No,17,3,4,80,2,30,4,2,10,9,2,4
52,Yes,Travel_Rarely,Research & Development,7,2,Marketing,1,249,1,Male,95,2,1,Manufacturing Director,4,Divorced,6467,15102,6,Y,No,13,3,3,80,1,37,0,2,2,2,2,1
40,No,Non-Travel,Sales,29,5,Medical,1,250,2,Male,94,4,3,Sales Executive,1,Married,5645,9901,0,Y,No,11,3,3,80,0,3,4,2,3,0,3,2
25,No,Travel_Rarely,Sales,6,4,Marketing,1,251,4,Male,39,3,2,Sales Executive,2,Married,4003,19558,8,Y,No,16,4,2,80,0,8,4,3,2,0,0,2
45,Yes,Non-Travel,Research & Development,1,4,Marketing,1,252,1,Female,66,3,5,Research Director,1,Married,6664,21333,7,Y,Yes,12,3,3,80,1,18,3,3,0,0,0,0
56,Yes,Travel_Rarely,Sales,14,2,Medical,1,253,3,Male,98,3,4,Sales Executive,1,Divorced,9009,12001,4,Y,Yes,13,3,3,80,0,30,1,4,4,4,0,4
46,No,Travel_Rarely,Research & Development,2,4,Other,1,254,3,Male,70,2,3,Laboratory Technician,1,Divorced,5952,24500,2,Y,No,22,4,3,80,1,3,5,3,3,2,0,2
23,Yes,Travel_Rarely,Research & Development,12,4,Life Sciences,1,255,1,Female,75,1,3,Research Scientist,1,Single,4011,2234,4,Y,Yes,24,3,4,80,0,34,4,3,5,5,0,5
32,No,Travel_Rarely,Sales,25,2,Other,1,256,2,Female,74,3,4,Sales Executive,3,Married,6688,26296,4,Y,No,25,3,4,80,3,28,2,3,2,2,1,0
48,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,257,3,Male,56,3,1,Laboratory Technician,4,Married,6403,6770,8,Y,Yes,15,3,4,80,1,37,1,3,2,0,0,2
30,Yes,Travel_Frequently,Research & Development,7,3,Medical,1,258,4,Male,94,3,3,Research Scientist,2,Divorced,4482,7128,6,Y,No,24,3,3,80,1,25,4,3,1,0,1,0
40,No,Travel_Frequently,Research & Development,4,3,Technical Degree,1,259,4,Male,37,2,2,Research Scientist,4,Married,10231,23240,1,Y,No,21,3,4,80,0,30,1,1,16,16,0,15
43,No,Travel_Rarely,Sales,3,4,Other,1,260,3,Male,96,4,5,Sales Representative,2,Divorced,7739,10159,4,Y,No,18,3,4,80,1,7,0,1,3,3,0,3
28,Yes,Travel_Rarely,Sales,3,4,Marketing,1,261,3,Male,78,2,5,Sales Executive,2,Single,5608,4474,8,Y,No,12,3,2,80,2,29,1,2,4,2,3,2
36,No,Non-Travel,Research & Development,8,4,Other,1,262,2,Female,43,3,4,Research Scientist,1,Divorced,4892,2226,1,Y,No,16,3,3,80,2,2,0,2,1,0,0,0
18,No,Travel_Frequently,Sales,11,4,Medical,1,263,1,Female,91,1,3,Sales Executive,3,Married,1841,8160,7,Y,No,11,3,2,80,1,26,1,3,1,0,1,1
27,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,264,3,Female,72,3,5,Manufacturing Director,3,Divorced,7784,12802,2,Y,No,17,3,1,80,2,7,1,2,9,0,3,4
34,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,265,1,Male,56,4,3,Research Scientist,3,Divorced,5742,23185,3,Y,No,14,3,1,80,0,18,2,4,0,0,0,0
25,Yes,Travel_Rarely,Research & Development,5,4,Other,1,266,2,Female,56,1,4,Laboratory Technician,4,Single,5323,12007,1,Y,Yes,11,3,1,80,0,6,5,4,7,2,6,7
51,Yes,Travel_Rarely,Research & Development,12,3,Other,1,267,3,Male,97,1,1,Research Scientist,3,Married,9051,7357,8,Y,Yes,19,3,4,80,1,27,2,4,1,0,0,1
24,No,Travel_Rarely,Research & Development,5,2,Other,1,268,3,Female,77,2,5,Research Scientist,3,Married,2137,25932,5,Y,No,19,3,3,80,0,24,3,4,1,0,1,0
33,No,Travel_Rarely,Sales,6,3,Medical,1,269,1,Female,96,2,2,Sales Executive,4,Single,7169,22379,8,Y,Yes,21,3,2,80,0,33,1,2,15,0,11,9
38,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,270,3,Male,54,4,4,Healthcare Representative,2,Divorced,4572,19794,7,Y,No,13,4,4,80,2,31,0,3,5,1,0,1
49,Yes,Travel_Rarely,Research & Development,8,3,Life Sciences,1,271,3,Female,93,2,1,Research Scientist,2,Divorced,7252,6764,8,Y,Yes,16,3,4,80,0,34,6,2,0,0,0,0
24,No,Travel_Rarely,Research & Development,4,3,Marketing,1,272,1,Male,53,4,2,Research Scientist,4,Married,3549,16589,4,Y,No,17,4,4,80,0,22,1,3,0,0,0,0
47,Yes,Non-Travel,Research & Development,18,2,Medical,1,273,4,Female,38,1,2,Laboratory Technician,3,Divorced,5938,12037,5,Y,Yes,23,3,3,80,2,24,6,3,2,1,0,1
37,No,Non-Travel,Sales,1,4,Technical Degree,1,274,1,Male,37,1,5,Sales Representative,1,Single,9653,3337,6,Y,No,25,4,3,80,3,36,4,3,14,9,0,7
28,Yes,Travel_Rarely,Research & Development,29,4,Marketing,1,275,4,Male,88,1,3,Research Scientist,2,Married,3607,7420,4,Y,Yes,14,3,2,80,1,28,0,3,6,6,5,0
41,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,276,1,Female,46,4,4,Laboratory Technician,3,Divorced,6761,18501,0,Y,Yes,16,3,2,80,1,20,4,3,2,0,2,1
38,No,Travel_Rarely,Sales,1,3,Technical Degree,1,277,4,Male,72,2,2,Sales Executive,3,Single,6284,20252,8,Y,Yes,19,3,2,80,3,18,3,2,1,1,1,1
31,No,Travel_Rarely,Research & Development,17,4,Other,1,278,1,Female,97,2,5,Laboratory Technician,1,Single,5541,20481,1,Y,No,24,3,3,80,2,32,4,1,4,0,4,3
37,No,Travel_Rarely,Research & Development,2,4,Technical Degree,1,279,4,Male,33,2,1,Laboratory Technician,4,Married,3818,3813,6,Y,Yes,25,3,4,80,2,33,3,3,0,0,0,0
33,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,280,2,Female,37,3,2,Laboratory Technician,4,Married,8650,11779,7,Y,No,20,3,1,80,0,10,3,3,11,8,9,1
38,No,Travel_Rarely,Research & Development,13,4,Medical,1,281,4,Female,71,1,1,Research Scientist,3,Divorced,5723,13444,7,Y,Yes,16,3,2,80,0,9,3,4,3,0,2,3
42,No,Travel_Rarely,Human Resources,15,2,Other,1,282,3,Male,78,1,4,Human Resources,3,Divorced,7576,4374,0,Y,Yes,17,3,1,80,1,25,4,2,8,5,7,2
51,No,Travel_Rarely,Sales,29,4,Other,1,283,1,Male,35,3,5,Sales Executive,4,Divorced,6990,3526,9,Y,No,16,3,4,80,1,13,3,3,1,0,0,0
25,No,Travel_Frequently,Research & Development,2,3,Marketing,1,284,4,Male,71,1,1,Research Scientist,1,Single,4694,13759,6,Y,No,17,3,2,80,2,5,3,3,2,0,2,1
56,Yes,Travel_Rarely,Sales,9,3,Other,1,285,1,Male,61,1,3,Sales Executive,2,Single,8379,9087,8,Y,No,11,3,3,80,0,31,2,3,3,2,0,0
19,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,286,4,Male,44,3,1,Research Scientist,3,Divorced,1500,10793,2,Y,No,16,4,1,80,2,31,6,3,0,0,0,0
35,No,Travel_Rarely,Research & Development,4,3,Medical,1,287,1,Female,98,1,1,Manufacturing Director,4,Married,6975,5614,7,Y,No,22,3,3,80,3,34,5,4,4,2,0,1
42,No,Travel_Rarely,Research & Development,15,3,Marketing,1,288,3,Female,56,2,5,Research Director,1,Single,9758,4149,7,Y,No,19,4,1,80,1,26,1,3,15,2,0,3
39,No,Travel_Rarely,Research & Development,3,5,Life Sciences,1,289,4,Female,95,3,5,Research Director,4,Single,7113,21685,8,Y,No,21,3,3,80,1,7,3,4,2,0,1,1
31,No,Travel_Frequently,Research & Development,7,5,Technical Degree,1,290,3,Female,88,1,2,Healthcare Representative,3,Divorced,6679,10579,7,Y,No,13,4,1,80,2,20,0,2,9,6,9,4
